,video_id,comments
2201,AlYvCkm5P-Q,"['I can definitely see some galaxy diy.', 'xbzs', 'Please tell me which song you have inserted in the background', 'Oder pe bana sakte ho please', 'Me: I guess I’ve got the skills f an engineer not an artist😭😭\n\nMy friend: ha true\n\nMe: ( going on YouTube during school) wow\n\nMe: later.. look at this I will show you a video to prove I made IT.\n\n\nMy friend: (watches the video...\n\nMy friend: eyes:: 🔽↪️↗️↙️↩️↘️⬆️⬅️▶️⏬↪️⏫\n\nMe: my room) full of YOUR ART CRAFTS hehehhehe\n\nMe: messages) look what I drew and made it’s called 5 min crafts\n\nShe tries: FAIL\n\nMy freind: FAIL FAIL ( faints)\n\nMe: LOL', 'Can you please watch my videos on unlisted.😍', '11:22\r\n04:31\r\n02:56', 'Please subscribe my channel\nhttps://youtu.be/UBKdiRfDxAk', 'I want to the name of this songs', 'My name is Sara.']"
2202,45CDGcTIhD4,"['Very nice and creative video ... Our creative way to seperate pulp from Sweet lime https://youtu.be/RSoy768Uobc', 'I love how you put the food into a Rangoli design! ♥♥', '1 song pleasse', 'Best', 'this user channel spend time for making something news all time', '635', '_I just came for the first song again_', '03:08\r\n09:26\r\n02:19', 'Wow you can turn an orange a square and a pineapple into a tin can definetley for kids', 'This made me hungry x3']"
2203,ymARZpGOMzw,"[""When she wraps her first they're already cleared 😂 1:58"", 'Good', 'All your doing is coping Korean, Chinese, Japanese etc ppl and their beauty tools 👾 wtflip?!', 'Hi 5 minute craft', 'Hi', 'Hello', 'Hi', 'WoW ! Nice idea ! I tried https://www.amazon.com/bluekeyworld Cable Clips and it helped  my organization', 'WoW ! Nice idea ! I tried https://www.amazon.com/bluekeyworld Cable Clips and it helped  my organization', 'Not the bayang-']"
2204,SytFIZsqWrE,"['Bruh u can just buy it', ""I'm italian🇮🇹❤"", ""For some of them I could tell it was play dough not pasta like guys this is not how you get views ok? Lying 🤥 is bad ok please don't lie y'all"", 'Thumbnail is imaginary in most cases with 5min craft', ""Ain't  they have any other content"", '4:12 wut dafuq', 'Andava tutto bene finché non ho visto la pasta con i würstel:😭🤡🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹', 'Nice song and pasta also\n😇😇😇😇😇😇', 'how much flour do we need for 2 eggs?', 'The pasta dough at around 4.20 looks so much like playdough']"
2205,YmIpqds-HYw,"['super very super your video', 'Just woke up at the hospital and got a shower😂', 'You how to make  exposy resin plz comment me', 'Nice😜😜😜😜😜😜', 'No. things', 'Sehr schöner Kanal gleich mal abboniert👍. Dein Video ist super danke. 😍\n\nIch beschäftige mich ja auch mit diesem Thema. Eines meiner Videos wird auch gerade im Netz gefeiert. 😉', 'Please make that blue ring for me💗', 'What do you call the liquid thing?', 'What is the name of the  liquid', '🤩🤩🤩🥰🥰🥰👌👌👌👌🧁🧁🧁🎂🎂🎂🤩🤩🤩🥰🥰🥰👌👌👌🧁🧁🧁🎂🎂🎂']"
2206,TY9nngdEa8o,"['14:03', 'How to remove dark neck 🙄pls Upload a video dude', ""2:53 please please please please give any alternative for gelatin except that I'm having everything please🙏"", 'Which song is this at starting🤨', 'What is ""TBS""? \nO que é ""TBS""', ""It's very frustrating u don't always put wht ur using or how much"", ""They need to do Jack's that people can actually use, who has these things just laying around thier house"", 'NO!! LEMON AND COCONUT OIL ARE HORRIBLE FOR YOUR FACE!!! DONT USE THOSE!! Lemon is too acidic, some people have gotten acid burns from lemon on the face for too long! coconut oil clogs your pores up sO bad its hORRIBLE', ""5 minute craft is great but some of their ideas didn't work 😞"", 'Hi']"
2207,GCgqxpznCH4,"['Cool', 'Google.com', 'google.com', 'www.google.com /dough recipes', 'google.com /doughrecipes', 'google.com /dough recipes', 'No Brasil não ia funcionar o povo comendo sem olhar', 'Drew grkker', 'Dog', 'Patekreh']"
2208,XctiafhhV4w,"['good video', '9:47 How is this a hack, lady just put some nail polish on her tights, put a towel on it, and called it a day. Please tell me how this is a hack', 'Jg m\n    ...l', '_I just came for the first song again yay_', '2:43 !!!!!!!😏😒😤😠😄😆', '1:09 is not cute', 'Hi I am Mehul', 'what no entinde nara', 'Me and my bro only watch them to criticize what they’re doing x3', ""10:54 Or y'know you could just brush your hair...""]"
2209,y5rAKsGBH88,"['There is nothing called leftover cake...its too good to be leftover', 'I tried the egg white and sugar recipe  it did not work', 'hi', 'Nice crafts 😊 if anyone like to support me will mean the world to me i just started my youtube channel pls check out its free https://youtu.be/mqR8c8iVXXI thank you all', 'Such a nice video', 'Yes', 'I love you guys these look so tastie', 'They never give you measurements', 'حلو', 'When will 5 minute crafts learn that we can’t bake something if they don’t specify how much we have to add of each ingredient']"
2210,-26wYNM1hKo,"['❤❤❤❤❤❤❤❤❤❤❤❤❤❤', '❤l. Love. Ti. A Liam', '❤l. Love. Ti. Amliam', 'The first brush thing is weird because they could have just hot glued the bristles back on instead of making a now useless brush', '10.02 ummm..', 'And of course they just assume everyone has a glue gun and one of them pen thingys and all of that resin stuff', 'And who uses hot glue for everything?', 'Also most of the stuff looks really cheap and tacky', 'Hi sm abBy', 'Hi I am afia']"
2211,q_PE8P9VCPU,"['First 2 desings super👌👍', '0:50 what you have used there plzzzz tell', 'Cristine where are you ,we need you !?💅🏼', 'What name is nail machine', 'Thank you for not putting in like, any ads. Who likes ads? Not me.', 'Where’s Christine simply nailogical you there', 'What is the stuff your using', 'dude the flower one!', 'Girls keep it even boys keep it odd!', 'WHY DO THEY PUT IN SAD MUSIC!!!!!!!!!!!well at lest to me😬']"
2212,RvD5c7FFX-Y,"[""On 6:05 I don't know what it is. Any help?"", 'Me: Oh 5 minute crafts posted a new video.\nAlso me: clicks on it and finds out its the same old stuff that they have always showed us.', 'Cool 😍😍😍❤', 'I’m confused yet intrigued', '💕💕👍', 'These are great ideas!! I have a craft channel too!', '😍😍😍', 'Watch charitable motherland 🇱🇰🇱🇰🇱🇰❤️❤️❤️- https://www.youtube.com/watch?v=txqvAP7d6Pk', 'did she just use wax as lipstick??', 'what pens did he use for the eye?']"
2213,jwjS9rExiH8,"['Wow you should get an award for recycling old things😍😍', 'Sunday May 17 2020', '0:51 does this remind anyone about among us? cause it does to me', ""I'm getting tired of the intro"", 'WoW ! Nice idea ! I tried https://www.amazon.com/bluekeyworld Cable Clips and it helped  my organization', 'Have you guys ever did a reaction from your videos of before and also another thing is that where do you guys get these amazing ideas from.', 'These crafts are amazing I recommend people to watch these videos because that way people can learn how to make easy stuff like for example a fountain.', 'Waste of time waste of money waste of effort ......... cause i will make a design out of box', 'I will prefer to buy a ready made 🙈', 'Hello']"
2214,Y4LSKo88GKI,"['nice', 'Delicous', 'Anyone else think 5 minute crafts should have a bakery?', 'Check out', 'They probably get the ideas from other youtube channels', 'Always the same video but description and time (9 hours ago etc..) is different open with an excitement but bored to be watch the same video', 'Wow. Cool', 'I just like and watch video because I love food', ""https://youtu.be/U7M2Ct6Mo1E \nGuys ☝️ checkout one's 😱😱😱\nMust watch never miss ☝️☝️"", 'Nutella in 5-minute crafts??? 🤔🤔🤔🤔🤔 (┛◉Д◉)┛彡┻━┻']"
2215,KPnt7lLYnPg,"['I am genuinely curious 0.0', '123goand5minetcraft', 'Nice video', 'Super', 'Darun khete hochhe dinner ta', 'Darun', '16: 29', 'I try it more time but its not work', ""9yo me sees this\nMe : mom can I make this \nMom : ok but don't make anything dirty and be careful\nMe : *spills egg*\nMe : hehe I spilled oh no"", ""I've tried I think 5 hacks from different videos but they all don't work even if I have the exact same thing also the cooking doesn't work always""]"
2216,luOUzn3jl1o,"[""Share this video and don't forget to hit the 'SUBSCRIBE' button for more Carfts :\r\nEasy Carfts in 5 Minute <3\r\nhttps://www.youtube.com/channel/UCwPRoxca8m-DEebWV7xA4kA"", 'Waste of things nd time dude😒😒😒.....', 'Your video is very nice I do like also', ""I'm only here because I saw Gummy bares"", 'What is the powder that they make the snow out of', 'WOW experiments!!! :^)', 'A', 'Let me go grab my 50 packets of mentos 🤫', '0:55 just wastage of coca cola😂😂', 'Subscribe']"
2217,P3fRvfaLkbQ,"['Homecrafters!!,,!!', 'wow', 'WOW', 'Who is here ,who  came for just watching..', ""don't forget to hit the 'SUBSCRIBE' button for more Carfts :\r\nEasy Carfts in 5 Minute <3\r\nhttps://www.youtube.com/channel/UCwPRoxca8m-DEebWV7xA4kA"", '*shows teething rings* \nsHoWeR cUrTaIn rInGs!!', 'Also who has so many egg cartons🤨', 'Where do these people get concrete🤨', 'Soooo cool', 'The wall painting one is more a 1 hour craft!']"
2218,z2U85gBrtbI,"['Super beautiful products', 'Are you looking for the best trending and top rated of all kind of different beauty & wellness product with the best deals🔥? \nHere at mybeautylens.com we offer care, quality and the best prices for our customers😁🤝.\nJoin us on🔥:\n✅ mybeautylens.com \n✅Facebook.com/mybeautylens\n✅Instagram.com/my.beautylens\nTogether we grow, Together we make the change. 🤫😉', ""don't forget to hit the 'SUBSCRIBE' button for more Carfts :\r\nEasy Carfts in 5 Minute <3\r\nhttps://www.youtube.com/channel/UCwPRoxca8m-DEebWV7xA4kA"", 'Did I seen this first part before', 'nice', 'Dccr d saw', 'Makeup??? 🤔🤔🤔🤔🤔 ^_^', 'They jest use the same short clips every single video game', 'W.O.W:))', 'I’ve see the first one millions of times']"
2219,Yaeh9FuxKJo,"['Who is that ?? Old man jumped in between', '11:30 favourite dress mind blowing 🤤', '9:16 ... Who has that many Swiffers ?', 'what your debit card ?i need to get robux on roblox!', 'you dont have to put money in a plastic bag.  its metal, plastic, or cotton.  i bet you dont put your clothes in a plastic bag and throw it in the wash', 'Ok😵', '4:14: soooooo relatable 🤪🤪🤪', 'imagin going to your wedding wearing an ikea bag i am not being mean but at least wear real cloths it doesnt have to be fancy', '2:25 cold hard cash 😆😆😆', 'Wow super 5 minute crafts']"
2220,9VtgZHDSm0E,"['Beat me hate it devalynn klarowski song', 'I am a beautiful, the only', 'I am a beautiful, the only way you', 'N, I will be a good', 'Ba the Last Word', ""I don't care how long it takes to make  and the  because they have put so many effort on these crafts we should appreciate and respect their own work"", 'I  made a patig today', 'This is better than girl crafts 😏', 'So bad', 'Very creative']"
2221,LY6T6B1OYoQ,"['Gbgvjjg', 'WoW ! Nice idea ! I tried https://www.amazon.com/bluekeyworld Cable Clips and it helped  my organization', 'Wonderful', 'Amazing video your hair style is very wonderful nice nice cute cute girl and nice nice hair style', '0:26 I literally thought she was gonna glue that to her head for a second', 'Cool', 'How they easily cut their hair 🙄', '😫😥', '😫😥', ""don't forget to hit the 'SUBSCRIBE' button for more Carfts :\r\nEasy Carfts in 5 Minute <3\r\nhttps://www.youtube.com/channel/UCwPRoxca8m-DEebWV7xA4kA""]"
2222,wFeh6Nx0BCw,"['What about for us people that have pets OTHER than dogs and cats...', 'Does the sweater one work with a long hair chihuahua \n🐶🦊🐺🐕\u200d🦺🦮🐕🐾', ""2:38 don't do that cats only eat plants if they have stomach problems"", 'Five minutes craft : your exes t-shirt\nMe: 😂😂😂😂😂😂😂😂😂😂😂', 'Why people dislike someone hard work and efforts.', '""8:03""\nI use only this site *INJAPP.COM*  works every time I use it, it works in every device,i have test it on every device possible even on bluestacks', 'Best actor of the year goes to\nMR. 🐈', '""02:24""😂 Ok that is the best: *𝗜𝗡𝗝𝗔𝗣𝗣.𝒄𝒐m\'* 📌 disregard others they\'re BS', '""03:06"" 😂 Why waste your time when only *♥ 𝑰𝑵𝑱𝑨𝑷𝑷.𝑪𝑶𝑴* 📌 does it for everybody', '""02:14"" Why don\'t people use: *𝕚𝕟𝕛𝕒𝕡𝕡.𝕔𝕠𝕞* 📌 instead of wasting their time here']"
2223,LV8NjkDOEQQ,"['0:25 🤯😯🤩', 'A broken comb is not something to go all 😲 like who agrees?', ""I need 3D pen broo.it's so amazing"", 'That soap really do be flying ✈', 'Are they repeated those hacks', ""I am watching this video and thinked \nI will make those crafts with 3d pen\nand glue gun \n          Wait wait \n                    I don't have any 3d pen \n                    and glue gun"", 'that  cat is my cat', 'These hacks are so useful does anyone else agree with me or not', 'boring!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!', 'Me too i dont have 3 pen']"
2224,uQnTUyNDskk,"['Five minuttes craft started to become a meme but some of them are not too bad', 'That girl is the biggest scammer. Half of these are fake and title is clickbait.', 'he refuses to marry her because she has dirty fingernails', 'Please watch royalty soaps video and she will tell you the things you should do. You are doing everything very wrong', 'half of these dont even need soap to do like if u spill a glass bottle and the glass shatters everywhere JUST VACUUM IT UP , and if u have dirt under neath ur nails JUST WASH UR HANDS', 'Know I’m late but I watched another one of there other soap hack videos and noticed they did the same thing🧐wonder why', 'Glass on the floor? Use a shopvac not your soap', '☺', '3:16\nI thought that was egg oof', 'guys dont put that much honey into soap! its not gonna end up well, use maybe soap dye for coloring for the soap. if you want to put honey into soap use a tiny tiny tiny bit of honey, but dont put that much honey into soap :d']"
2225,7VQq__ZdKuE,"['0:30 there’s also something called ✨soap✨', 'I only watch they videos to put me to sleep and it helps', 'When I see the thumbnail of this video I feel like 🙄🙄', 'IN VID NO SHLIOPKES BLET KIL BEIT', 'Tumhe daya bhi nhi aati h fish ko katte hua', ""I am just thinking about the creator's mind of the thumbnail 😂"", 'Good Ideas 👍😍👍', 'А', ""I'm On My Way To Dislike Everey 5-Minute Crafts Video To Avenge The Children And Adaults That Have Died Of It"", 'music choice: 0\nCraft ideas needed:0\npoint: proven']"
2226,u5QBxd1Fdzs,"['👍👍', 'Mam plz give me every item in the discription', 'very very useful mam.👍', 'So good hacks!👍🏼', 'Nice 👌👌👌', 'So cute and very very Intlagent mari yai ak icha hai ke bagwan🙏🙏🙏🙏 apko yo he aga badaya', 'Thanks for idea', 'Anjitha Lal VN', '👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎🙏👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎', 'Well done 👏 ✔ 👍 👌  👌 👋']"
2227,odZWa0hx1P4,"[""0:20 is fake 🤥 i tried this but it's completely fake"", 'Pagal', 'I love chocolates', 'What is everybody else’s ad.\nMine was about McDonald’s. Chicken nuggies😐🖐', 'Super 💗', 'Which paper you used in every thing', '6:43', '6:20', 'Who want to eat chocolate after watching this video 😂', 'Please tell me that is fondant or gum paste at 4:00 not blu tac']"
2228,wGgNeOTyTOM,"['https://youtu.be/yk8SnyzlpAE', 'Anyone know the name of the artist and song at the beginning of this? Thank you!', 'This is really great.  Thank you!', 'How to you have a thing in lock down also', 'Hi  Nice video thanks', 'Hahaha very nice 👌', 'Werd🤦\u200d♀️🤦\u200d♀️🤦\u200d♀️🤦🏿\u200d♀️🤦\u200d♀️🤦\u200d♀️🤦\u200d♀️🤦\u200d♀️🤦\u200d♀️🤦\u200d♀️🤦\u200d♀️🤦\u200d♀️🤦\u200d♀️🤦\u200d♀️🤦\u200d♀️', 'This whole video is sticking stuff in something else', '😊🤔👣👣👣👣👣👣👣🌲🐟🙋\u200d♀️❤️🙋\u200d♀️❤️🙋\u200d♀️❤️🙋\u200d♀️❤️🙋\u200d♀️🌳', 'this videos are rewind.']"
2229,Z2IoqHCmLY4,"['1:35 cool', '... only 2 of these “hacks” were about sewing', 'this tital is so sexist', 'Did you guys just call a comb a brush?', 'Are you employing that only girls can sew?', ""Why are all these comments immediately assuming that the video is only for girls? It's just a title saying that girls can use this. Did the video say anything about men being unable to sew? No. So shut up."", 'What Y’all said!!!', 'Boys and girls sew not just girls . Y’all r toxic and sexist . Grow up it’s 2020', 'Who else is watching this quay midnight?', 'I am a girl and I HATE to sew...My husband is a boy and he LIKES to sew. We are perfectly matched!!']"
2230,TuSvNQypzKw,"['❤', 'ouaou!!!ouaou!!!ouaou!!!!', 'Ola \nHi\nBrasil', 'A.', '😈', 'Watch The Golden Swan Story- https://www.youtube.com/watch?v=Um4ofmpPRiQ', '“ melted kinder “ 😂😂😂', 'Didnt your mouth got tired .... Well i am here to help you ??', '(2:40) How does the mini chocolate stay on??\nAlso thats too much sugar, 5 minute crafts. \nLike if u agree.\nThis how many people agree:\n⬇️⬇️', 'Very yummy and delicious recipe']"
2231,RDurZxpxFzg,"[""Watch The Golden Swan Story- https://www.youtube.com/watch?v=Um4ofmpPRiQ       Don't forget to subscribe 😎😎😎😎😎"", 'You are so cute', '6:33                 Who else saw that they put “DIY” instead of Dye?', 'Omg da Starbucks case is da best thing ever', 'Wooow', 'Those phone cases are the worst things I’ve ever seen in my life', ""5:48 what will happen if we open our bags and forget that the pins are there??🤔😓\nTo anyone this has happened to ( if u r one of those very few people who actually try 5 minute crafts or hacks) then I'm sorry for you. It must hurt badly ( but if u r those people who try 5 minute crafts then you should be familiar with all this pain)😖🙏"", 'From where do you get', ""Who is watching while in there bed? Let's all enjoy. Keep safe."", 'I dont like you all of you for bad videos']"
2232,DURw0Uth_80,"[""5 minute crafts, U didn't rlly explain how to do most of them U just did it"", 'Amei todos os desenhos muito lindos', 'I only watch cause saticefying:)', '2:51 in the video was a good flower.', '#5 min. crafts can u tell me this video story song name plss', 'Nice 👌', 'Wowwww.  My eyes 😍. I like it!🤩❤️🌹', ""WOWWW IT'S SO BEAUTIFUL ♡♡♡♡♡😍😍😍😍😍"", 'Are you aus Deutschland', ""..... and I can't even draw a stickman properly""]"
2233,PAFzbgOuqAI,"['When their tips were actually good', 'this seems like a bunch of bs to me', 'my hair is to short for any of these :(', 'Hey I saw a video and they said ur hacks were a flop', '5:26 JUST USE A F***ING HAIRBRUSH IS IT THAT HARD', 'No one:\nAbsolutely no one:\n5 minute craft: just put a bunch of straws and put them in your hair, sleep with them one, and your hair will be curled up', 'This is how tic tok bangs was born', 'The only difference is them smiling in the after picture', 'pause the video and go to this time>>>>>11:58\n\nis there something wrong with this girls teeth or is it just me', 'I don’t know why but I’m like addicted to cutting hair 😖😳']"
2234,AWEu09PHMdY,"['Day5 mino', '😊😊😊😊😊😊😊😊sana all', '👸👸🤴🤴🦸🧟🧛🥰😘😍🤩🥳🥳😒😛😜😬🤬🤬😡😤😠😠😒😠😡😒🤬😒', 'Nice  hack of kids', 'Da ya fax', 'Hhbich. Phl v', 'i saw my 10 year old little sis watching these parents hacks for no reason XD', 'Gsidihhdbfhfhdjfhxxuduucjguugufugig', 'جل', 'Piiujjkjskjsjwkeikskisiieieieeoooeoeol😗😚😘🤗😶😇😚😇😇😣☺😇😊😣☺😶😇😣😶😶😣😶😣😶🤔😶😥☺😶😣😶😣😶😣☺😣☺☺😥☺😥🤔☺😥☺😣☺☺😣😶😶😣😶😣eoelekoeoeelrlrkrkrkrrkrkjrejkrrkjrjr']"
2235,xeyixVQdwNM,"['What seed was in the egg carton?', ""Peanuts!!!! we can grow freaken peanuts I didn't know 🤯"", 'What fruit was before the carrots?', 'How to make the manure u can use in the video and in ur all the videos', 'quem deu a ideia que maracuja e roxo? no brasil e amarelo', 'LIARS', 'A lotta good food being wasted', 'Okay, a few of these actually do work, I don’t know for sure about the pine one one but someone please let me know. I have a feeling it won’t work but I really want to grow a tree and I am broke so finding a pine one and just planting that would be great.', '3:52 What does a kiwi and banana do together??', 'i have a pineapple plant right now and it only has one root and its been a month or 2']"
2236,0X7WL5Q4tlU,"['😐😐', 'DIY nail dipping kits! Check it out! www.risenlegacy.com', 'Does anyone know if this video is in spanish please🙏', '24 nail tricks you have never tried before because you have none of this random stuff in ur house', 'Oh no a dent in my nail! *licks it* that’s better! Ewww😣 But that peacock nail be lookin sweet! 😂', ""Stop faking every thing \nC'mon\nGrow up"", 'Hoe kom je aan dat gele spul', '5 minute craft is the best', 'So nice', 'Please don’t stick your hands in hot wax expecting them to grow any faster than normal. And don’t file rough skin around your nails, just use a nail oil. It will take time but it works and is not harmful']"
2237,7bNAkIISjxc,"['b\n   f', 'can i use a toothbrush', 'What did they use for fluffy hair??', '2:40\n\nThose are honestly scary.', 'My face the whole time 🥴', 'The freckles tho', '7:40 um', 'Everyone happily reaching their goals..... \nMy goal is 1K on my birthday😞❤\n(I know I would not complete that) 😔', '6:13 that looks awful', 'Eye lashes are too long']"
2238,miy_-8L5bc8,"['Pls support🥺', 'I love 5 minute \nCrafts i fall esleep with this 😂😂😂😂😂😂', 'it says the s-word at 9:53', 'they showed the same more than five times in one video', '1:17 acabo le edicion es re mala con M de m13rda literalmente y hay en otras partes que pasa lo mismo', 'No.1 wala room main hai', '💖💝💕💙🧡❤️🤎💚💜', 'no kaa.dhc🎉🎉😢😢😢😮😮😅😅😅😅1❤❤😂😂🎉🎉😢😢😮😅1😅 qq😊1', 'Professional?--', 'I love the music in my opinion\nWho agrees?']"
2239,aoiZ_3ZgFSI,"['Nice hacks', 'what is curry mishen', 'Genre', 'nice', 'I love this makeup', 'Tags as gags gags vs gadgets stay has gangs shags hath stays fish sushi what site that stays fête is hduuduituuxjxhwhhfjghxghfpdxaAghsshsgsg', '2:28 русские вошли в чат', '10:00, I guess the second brush is the best is it?', 'Hiiiiiiiiiiii\nYes\nYou\nReading this comment \nHave a great day or night wherever you live and you are amazing.😜💗✌', 'who Cuts betroot in their Studie']"
2240,uYtiaClQAJc,"['Who else just watch’s this because they are hungry comment down below 😂', 'every single time that comb appears with dough **cringe**', '👍👍👍🤩🤩🤩♥️♥️♥️😋😋😋🤤🤤🤤🤤🤤', 'FAKE😂', 'Nice one', 'Tf are these guys doing', ""Warning don't try this at home \n\n\n\n\n\n\n\n\nOtherwise your mom Will kick you out from home"", 'So tastey', 'افكار جميله جيداجيدا', 'ppppppppppppppppppppppppppppppppppp']"
2241,-Ww1pQQSnd8,"['5:50 Ooh, Marshmallow fondant', 'Hi', 'i am saphire', 'Super🤔🤔🤔🤔👍👍👍but The Video is nice', '07:36\r\n0:45\r\n10:16', 'Heyyyyyy\nYes\nYou\nReading this comment \nHave a great day or night wherever you live and be happy 😄✌💕', 'If you want to keep your family healthy by acquiring knowledge of Ayurveda yourself, then you can subscribe  the channel Health buddy Natural on YouTube, on this channel you will be able to get the knowledge mentioned in Ayurvedic Textbooks in simple language.\n Sharing of useful and positive information creates a positive atmosphere in the society, \nso if you like health related info of any video of this channel(Health buddy Natural) then please\nshare the video to your friends and relatives as well.Thanks', 'all this junk food is going to make me sick.', 'Watch: https://youtu.be/GLoujya7ibw', 'Rishik']"
2242,PYnjlpefUTs,"['Gzjjwaddjdhxxhw', 'I want a hair like u', 'I came for something and i am seeing something 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', 'why are you repeated same hack again and again', 'Sound list? THX!', ""So much work just for a few sorry but it's not phew \n\nTRADUCTION :\nTant de boulot juste pour quelque vue dsl mais c pas ouf"", 'These pretty much only work on long hair.', 'M', ""Kya ye jitna dikhaye easy that's not happening in reality😆😅😅"", 'Клас']"
2243,YqmHaoDjMlo,"['Got burnt?\nALOE VERA\nWant a natural moisturizer?\nALOE VERA \nDon’t have shaving cream?\nALOE VERA\nWant a natural scrub?\nALOE VERA \nDry skin?\nALOE VERA\nWant to get rid of acne?\nALOE VERA\nDandruff?\nALOE VERA\nLost a body part?\nALOE VERA!!\nAnd the list goes on-', '♡', 'I feel like the whole meaning of this video is to big up aloe vera 🤣', 'bruh they use so much Aloe Vera, they will tell you to powderize it and snort it if you have a headache like chill', 'If u put some make up on the pimple it will be not good', 'I swear the chic at 2:14 has had like 7 million different hair cuts 😂🙄🥴', 'What is this like a donkey Fallow 🏝️', 'skinny face what about skinny waist', 'Her face 5:52 🤣🤣🤣💀', 'Looveer']"
2244,oVebri2unS4,"['Лунтик Кузя помогает навести дяде', '10 мая 2015', '10 мая 2012', '10 мая 2009', 'Heyyyyyyyy\nYes\nYou\nReading this comment \nHave a great day or night wherever you live and be happy 😄💖✌', 'Sups cool', 'Most of the people watching this including me are watching this but aren’t going to try it at home 🏡', 'now only I commented on your channel that stop giving them hundred times', 'what is this', 'Hey My Creative']"
2245,xOn8KkUBY7Q,"['Cooooooooooooooooooooooooooooollllllllllllllpo😎😎😎😎😎😎😎😎😗😗😗😗😗🤣🤣🤣🤣😂😂😂😁😀😀😁😂😃😃😄😅😆😆😊🤗🙂☺☺😚😙😗😗😘😍😎😋😋😐😑😑😶😶🙄🙄😥😥😮🤐🤐', '4:19 omg how good does that look literally', 'so yummy', '😍😍😍😍😍😍', 'Bubble wrap wala chocolate achcha to tha lekin usko jis per aapane lagaya hai wat ganda laga hai', 'These are are same video plz upload new video', ""Don't be shy put some more!!😊"", 'IS DIABETES TIME!!!!!!!!', 'anybody else watch these when they’re about to go to sleep or to help them sleep?', 'Diabeates 100']"
2246,o9oCe4kSZ8E,"['there is 1 solution to all the clothes problems that dont buy 1 size larger clothes', '3:27 she looks like rock lee from naruto', '2:05 , what an hack!\nWow....👏👏👏👏\nIt just increased almost my height upto 2 inches...\nJust wow...', 'She looks much better on the thumbnail of this video 😂😂', '2:56 dang looking like skipper from barbie', 'How is not being tall enough for a ride a beauty problem', 'nice 👍👍👍', 'bravo', 'The girl with the “black” hair, her hair looks soooo fake! Does anyone else agree?', 'New video on beauty https://youtu.be/RFTSj7lv_jo\nPlease support the channel']"
2247,f0vYh1zi6lQ,"['❤❤its a amazing wow!', ""i wanted to see nails with straws and i didn't see any"", 'I am also doing a channel', 'Same videos as repeated like many times', 'Who use this brush straw to make a nail😂😂', 'good👍❤️💅❤️', 'Hello', 'Yo quiero tener uñas acicladas...', '6:30 no body gonna talk about these like dafck', 'Wow awsome']"
2248,2_YfLQabCKA,"['Hello', '08:52\r\n05:26\r\n06:47', 'Bagus teng kyu somat i love yu', 'cool ideas tho', 'I never saw someone make a emoji phone case', 'Waow', '😤', 'i love 5 - min crafts.', 'Beast hacks is better', '4:17']"
2249,WLYizGSxa8w,"['Starts from 0:09', 'I  see   your   all  video', 'Jodna ka liya', 'Jo rose banaya ooska last ma kya lagaya', 'So supper', '👍👍👍👍👍', 'Wow 😍', 'This is Maharashtra resipi', 'Please watch this video: https://youtu.be/2eINllOc0hc', 'May god keep the ones that are reading this comment safe please like']"
2250,aY6cO5Fzjz8,"['محلو', 'Pp', '1:22\nOml SOOOO FAKE\nTHERES NOT EVEN BLUE THERE OR PURPLE 😂😂😂', 'Ada pisang godog', '6:21 it doesn’t tell us what it is', 'Popcorn thing though', 'idas . . .', 'The last italian spectroscopically queue because boy frequently level athwart a homeless yard. vagabond, makeshift loaf', 'ستمرو', 'Where do you find the tools ?????']"
2251,jgvoRWTCW8c,"['Great ideas to make delicious cakes with  beautiful tipping.', 'I’m just thinking, how many cakes did y’all have to make?', '2020 does not deserve a cake.', 'Again I’m left wondering what the point of this type of video is\nThis is certainly not a teaching video\nIf you are not going to give details eg amts or type of candy used to help viewers recreate \nThen as I said it becomes pointless and frustrating', 'This icing sugar', '2:46 the Carmel was falling', ""You copied so yummy's videos"", ""No hate but sometimes they're a bit desprate"", '0:42 DO NOT DO THAT HACK! It was debunked on How To Cook That, and the hot sugar or caramel burns through seran wrap, which is made to withstand over 200 degrees! It will burn your skin!', 'Is it piping jell']"
2252,pq2AQ2HKlVU,"['Ya buhat a cha hain or jis ne bhi isa glat kaha wo khud galat hai', 'الفيديو كلة حلو  ( افكار للطلبة ) .. \nفكرة حلوة 3:00 \nفاجرة 6:36 & 8:45 & 11:16\nهاهاهاهاها 11:38\nخبيثة 13:04 & 14:25 \n//', 'Love you work', 'فالتو ہے', 'Ajeeb hain', 'i just looked the answers up while I was learning from school due to coronavirus', 'bhuu', '12:15 \nTeacher: why the f*** do you have a razorblade in maths class?', ""Tell me I'm not the only one who sees the thumbnail , clicks the video and comes straight to the comment section in every single  video."", 'Oiiiii']"
